timestamp,pressure_bar,discharge_temp_c,vibration_mm_s,motor_current_a,is_injected_anomaly,anomaly_event_id,anomaly_type
2026-05-01 00:00,7.023656604957052,82.25612304393844,2.0042071278109383,96.26122322037261,0,,normal
2026-05-01 00:10,7.008174481535593,82.17975524310368,2.0484966966122307,96.1806042188007,0,,normal
2026-05-01 00:20,7.030312750490892,82.58287664708948,1.9721894468760444,96.23738592283887,0,,normal
2026-05-01 00:30,7.033244669479995,82.46102157886577,2.0562655161301753,96.60773434747443,0,,normal
2026-05-01 00:40,6.999192300401158,82.45358152117647,2.0072305766788876,96.41462847657198,0,,normal
2026-05-01 00:50,7.007620440126723,82.56620165829762,2.0351915219725476,96.1920346622943,0,,normal
2026-05-01 01:00,7.025416370514544,82.84435090388415,2.112958756896758,96.27747514598157,0,,normal
2026-05-01 01:10,7.02071567588444,82.02614023405805,2.0876569423792457,96.28101868480705,0,,normal
2026-05-01 01:20,7.024928688259833,82.19598463271718,2.0957820876947943,96.14367580816256,0,,normal
2026-05-01 01:30,7.015503724354593,82.21244632122753,1.982054432669614,96.1387204205595,0,,normal
2026-05-01 01:40,7.0368920496244645,82.16406019343394,2.1656542194307065,96.4537866597698,0,,normal
2026-05-01 01:50,7.036259732423673,82.11648880704371,2.017345823511709,96.19054206200043,0,,normal
2026-05-01 02:00,7.028292368370734,82.24917133979459,2.1564280407146934,96.06276227146978,0,,normal
2026-05-01 02:10,7.041586388608819,82.07619833728242,2.1340611619668204,96.24525217181136,0,,normal
2026-05-01 02:20,7.034213758652291,82.34701084165788,2.114752751997318,96.26698736884994,0,,normal
2026-05-01 02:30,7.018819911880532,82.28697936695907,2.0459516752752784,95.88291924173248,0,,normal
2026-05-01 02:40,7.034066823554288,82.3547007147491,2.0990025010158995,96.2224789885286,0,,normal
2026-05-01 02:50,7.018627261904286,82.34943818917843,2.07050114607701,96.37741958922572,0,,normal
2026-05-01 03:00,7.041148005333485,82.3560286070321,2.0980205210701883,96.29335332374988,0,,normal
2026-05-01 03:10,7.030460049120316,82.16924296403718,2.0864885739905317,96.60404018301979,0,,normal
2026-05-01 03:20,7.029272318284241,82.60678147586434,1.999353030120898,96.41803598972216,0,,normal
2026-05-01 03:30,7.023729145571521,82.25526410111982,2.1595574747725284,96.44343655315777,0,,normal
2026-05-01 03:40,7.046957776728423,81.8655044972504,2.101476805715651,96.67608839936989,0,,normal
2026-05-01 03:50,7.030796517902368,82.00762722868348,2.083231295689919,96.29765800962348,0,,normal
2026-05-01 04:00,7.027850447190809,81.861709461975,2.0812656706612667,96.1793526374279,0,,normal
2026-05-01 04:10,7.029079559891814,82.1647322478795,2.128883845472596,96.31379783678815,0,,normal
2026-05-01 04:20,7.03998232703219,82.12599145127965,2.0678168060482083,96.02612292051111,0,,normal
2026-05-01 04:30,7.038243521760037,82.04962257570587,2.0011515846772006,96.13418856721863,0,,normal
2026-05-01 04:40,7.03904818065094,82.48167375039607,2.1355318998232864,95.98601506724361,0,,normal
2026-05-01 04:50,7.039475606297318,82.20406394716035,2.1422525059576993,96.16184896021261,0,,normal
2026-05-01 05:00,7.060188658604781,82.22128437084622,2.1072924748692436,95.96030207768719,0,,normal
2026-05-01 05:10,7.0297674599101825,81.90816063704875,2.060708536810094,95.94128475420632,0,,normal
2026-05-01 05:20,7.028625203546325,81.88093078174384,2.1232313972854406,96.12651964605908,0,,normal
2026-05-01 05:30,7.025106400181633,82.05230915711446,2.046088970494225,96.0143697983255,0,,normal
2026-05-01 05:40,7.042334673542282,82.06164579509907,2.0683340460129567,95.67919291839527,0,,normal
2026-05-01 05:50,7.048533390836378,81.68113070349726,2.08238896090134,95.75108557037342,0,,normal
2026-05-01 06:00,7.033632630508141,81.96754473588709,2.1621969535445777,95.79349203153694,0,,normal
2026-05-01 06:10,7.0249038456001776,81.98726618933937,2.1017933102047026,95.82797924068988,0,,normal
2026-05-01 06:20,7.025049145883081,81.93076864019952,2.0973022552585165,96.04844947648186,0,,normal
2026-05-01 06:30,7.042678786374504,81.80790555850058,2.217050214680467,96.00025113480689,0,,normal
2026-05-01 06:40,7.043691166349624,81.84210680507077,2.136407745100412,96.13965583360577,0,,normal
2026-05-01 06:50,7.041162291326461,81.89241148027855,2.135053406093336,96.07057244394808,0,,normal
2026-05-01 07:00,7.0265027709068715,81.92575733846392,2.0987890288426865,96.11529681858212,0,,normal
2026-05-01 07:10,7.037091690138023,82.0036154550326,2.0864787726780194,96.01929957461135,0,,normal
2026-05-01 07:20,7.035495619021477,82.07484706672717,2.0058550876620154,95.93513623263877,0,,normal
2026-05-01 07:30,7.036482456148417,81.81307820843732,2.162347389197081,96.08307828390225,0,,normal
2026-05-01 07:40,7.044051762140928,81.76997549308999,2.1349201082507507,96.03870882399102,0,,normal
2026-05-01 07:50,7.035988309082969,81.9171660066039,2.102002566993587,95.92917258218921,0,,normal
2026-05-01 08:00,7.041137343813629,81.93495208495396,2.1024206972109423,96.07879293675482,0,,normal
2026-05-01 08:10,7.03346182052106,81.733789059092,2.1442785287780834,95.41656823384534,0,,normal
2026-05-01 08:20,7.035756713448614,81.94151907313105,2.0277966598891264,95.7756436977494,0,,normal
2026-05-01 08:30,7.03947575881443,81.96325886125503,2.073974200645609,95.76232928748007,0,,normal
2026-05-01 08:40,7.014004796808517,82.00752790042829,2.0444684123048917,96.01464663504072,0,,normal
2026-05-01 08:50,7.027223105455864,82.0836411905441,2.187557651069147,96.08017403716644,0,,normal
2026-05-01 09:00,7.024962129866284,81.596557721626,2.1403513190875887,95.5268356790062,0,,normal
2026-05-01 09:10,7.022467318935314,81.7444546097963,1.9839125845524848,96.03282689030384,0,,normal
2026-05-01 09:20,7.0263401071305776,81.73391443029972,2.0157349274429244,95.55932653357958,0,,normal
2026-05-01 09:30,7.047070717169944,81.70467308856222,2.082083630652823,95.55657525371167,0,,normal
2026-05-01 09:40,7.018213673156946,81.59642945896903,2.0622641043044627,95.71208296029437,0,,normal
2026-05-01 09:50,7.039678834380299,81.43741183338389,2.0167648582639015,95.68970540127228,0,,normal
2026-05-01 10:00,7.00730556274061,81.71357340896067,2.1772381118825246,95.45967726851562,0,,normal
2026-05-01 10:10,7.022907608838696,81.551242189669,2.092566884757932,95.8508747852752,0,,normal
2026-05-01 10:20,7.0282923107073705,81.69827110107175,2.0975502770824104,95.8504001003398,0,,normal
2026-05-01 10:30,7.0327749194617875,81.53371432611526,2.0360139271275965,95.91256362755607,0,,normal
2026-05-01 10:40,7.0336650211073986,81.47316908047294,2.1034753188249535,95.64007025440421,0,,normal
2026-05-01 10:50,7.034030753814962,81.70837277210596,2.0450348259112414,95.70676002608049,0,,normal
2026-05-01 11:00,7.019697584809556,81.689091835624,2.0465383649228266,95.70474536243081,0,,normal
2026-05-01 11:10,7.017698372697096,81.7625671523458,2.087865267106311,96.01095037732834,0,,normal
2026-05-01 11:20,7.03290043324009,82.0487727644009,1.9724419759603393,95.19439361322236,0,,normal
2026-05-01 11:30,7.0196622409847205,81.70290641413712,2.1302934883701536,95.53031655876981,0,,normal
2026-05-01 11:40,7.0059991002611595,81.73864657373943,2.0560919201560064,95.702138942275,0,,normal
2026-05-01 11:50,7.007054844242438,81.45637208325023,2.107536761428248,95.50488289124065,0,,normal
2026-05-01 12:00,7.008966572567981,81.41835666070345,1.9862290121690591,95.6535023356912,0,,normal
2026-05-01 12:10,7.025311638118165,81.93524242286556,1.9903521928093637,95.67759193697886,0,,normal
2026-05-01 12:20,7.020401772691631,81.4851054952799,1.9749325295001967,95.58275809098983,0,,normal
2026-05-01 12:30,7.026327931365512,81.4650843656548,2.0420727882556378,95.71417094828634,0,,normal
2026-05-01 12:40,7.012268245578957,81.64827948062674,2.029407310882558,95.81762454409274,0,,normal
2026-05-01 12:50,7.018655882083849,81.64206176310009,1.9994642399233928,95.66458323775845,0,,normal
